frame,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125
1,0.5842373371124268,0.5134333968162537,9.821124535847048e-08,0.6036110520362854,0.49568167328834534,-0.0010264860466122627,0.6183516383171082,0.463881254196167,-0.0001275731628993526,0.6260280013084412,0.437491774559021,-0.0005586717743426561,0.6291415691375732,0.4126553535461426,-0.00041844919905997813,0.6141543984413147,0.4257453978061676,0.009584317915141582,0.6236032843589783,0.39530056715011597,0.0060027954168617725,0.6319261193275452,0.375556617975235,0.0014430165756493807,0.6384621262550354,0.3612070083618164,-0.0014133781660348177,0.6084870100021362,0.41793254017829895,0.0068535348400473595,0.6191433668136597,0.3831217288970947,0.004233832471072674,0.6263003945350647,0.3614442050457001,0.0007616123766638339,0.6326866745948792,0.3438836336135864,-0.0010490257991477847,0.6024142503738403,0.4101979732513428,0.002714929636567831,0.6109412908554077,0.37693509459495544,0.00037612408050335944,0.6180795431137085,0.35572871565818787,0.000630696420557797,0.6240990161895752,0.3382152020931244,0.0014589902712032199,0.5959065556526184,0.4041898846626282,-0.002266054740175605,0.6028872132301331,0.3750343322753906,-0.0034159172791987658,0.6081163287162781,0.3562661111354828,-0.001426603295840323,0.6130493879318237,0.34123653173446655,0.0006960864993743598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5842373371124268,0.5134333968162537,9.821124535847048e-08,0.6036110520362854,0.49568167328834534,-0.0010264860466122627,0.6183516383171082,0.463881254196167,-0.0001275731628993526,0.6260280013084412,0.437491774559021,-0.0005586717743426561,0.6291415691375732,0.4126553535461426,-0.00041844919905997813,0.6141543984413147,0.4257453978061676,0.009584317915141582,0.6236032843589783,0.39530056715011597,0.0060027954168617725,0.6319261193275452,0.375556617975235,0.0014430165756493807,0.6384621262550354,0.3612070083618164,-0.0014133781660348177,0.6084870100021362,0.41793254017829895,0.0068535348400473595,0.6191433668136597,0.3831217288970947,0.004233832471072674,0.6263003945350647,0.3614442050457001,0.0007616123766638339,0.6326866745948792,0.3438836336135864,-0.0010490257991477847,0.6024142503738403,0.4101979732513428,0.002714929636567831,0.6109412908554077,0.37693509459495544,0.00037612408050335944,0.6180795431137085,0.35572871565818787,0.000630696420557797,0.6240990161895752,0.3382152020931244,0.0014589902712032199,0.5959065556526184,0.4041898846626282,-0.002266054740175605,0.6028872132301331,0.3750343322753906,-0.0034159172791987658,0.6081163287162781,0.3562661111354828,-0.001426603295840323,0.6130493879318237,0.34123653173446655,0.0006960864993743598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5909140110015869,0.5136673450469971,6.176494338205885e-08,0.6083548069000244,0.48856160044670105,-0.0009078800794668496,0.6203356385231018,0.45368993282318115,-0.00014159911370370537,0.6256176233291626,0.4239766597747803,-0.0007573508191853762,0.6269450187683105,0.39698731899261475,-0.0008548769983462989,0.6195037364959717,0.42533203959465027,0.008970730938017368,0.6256219148635864,0.3878423571586609,0.005369184073060751,0.6304513216018677,0.3619803488254547,0.0010887238895520568,0.6342771649360657,0.3420562744140625,-0.001740276929922402,0.6135892271995544,0.41712912917137146,0.006080195307731628,0.6198707222938538,0.37586474418640137,0.0031434029806405306,0.6238620281219482,0.34866705536842346,-0.0006082815234549344,0.6276496648788452,0.32580310106277466,-0.0027375572826713324,0.6065711975097656,0.4088723361492157,0.001869268948212266,0.6114808917045593,0.3697364628314972,-0.0009675629553385079,0.6158514022827148,0.34463053941726685,-0.0014961237320676446,0.6193222999572754,0.3244687020778656,-0.0011828787392005324,0.5984493494033813,0.40227892994880676,-0.003025409998372197,0.6025345325469971,0.36912062764167786,-0.0044418624602258205,0.6054471731185913,0.3478447198867798,-0.0027498221024870872,0.6079835891723633,0.3313387930393219,-0.0008873468032106757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5909140110015869,0.5136673450469971,6.176494338205885e-08,0.6083548069000244,0.48856160044670105,-0.0009078800794668496,0.6203356385231018,0.45368993282318115,-0.00014159911370370537,0.6256176233291626,0.4239766597747803,-0.0007573508191853762,0.6269450187683105,0.39698731899261475,-0.0008548769983462989,0.6195037364959717,0.42533203959465027,0.008970730938017368,0.6256219148635864,0.3878423571586609,0.005369184073060751,0.6304513216018677,0.3619803488254547,0.0010887238895520568,0.6342771649360657,0.3420562744140625,-0.001740276929922402,0.6135892271995544,0.41712912917137146,0.006080195307731628,0.6198707222938538,0.37586474418640137,0.0031434029806405306,0.6238620281219482,0.34866705536842346,-0.0006082815234549344,0.6276496648788452,0.32580310106277466,-0.0027375572826713324,0.6065711975097656,0.4088723361492157,0.001869268948212266,0.6114808917045593,0.3697364628314972,-0.0009675629553385079,0.6158514022827148,0.34463053941726685,-0.0014961237320676446,0.6193222999572754,0.3244687020778656,-0.0011828787392005324,0.5984493494033813,0.40227892994880676,-0.003025409998372197,0.6025345325469971,0.36912062764167786,-0.0044418624602258205,0.6054471731185913,0.3478447198867798,-0.0027498221024870872,0.6079835891723633,0.3313387930393219,-0.0008873468032106757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5863434672355652,0.5105845928192139,4.654778962276396e-08,0.6020105481147766,0.48589828610420227,-0.0016596902860328555,0.6135993003845215,0.4494478404521942,-0.0013853309210389853,0.6185039281845093,0.4186531901359558,-0.0023252677638083696,0.6201294660568237,0.39074257016181946,-0.002686725463718176,0.6157715916633606,0.42217326164245605,0.007195566315203905,0.6224762797355652,0.38438692688941956,0.003105122596025467,0.6269398927688599,0.3576802909374237,-0.0014229886000975966,0.6302417516708374,0.33644652366638184,-0.004536454100161791,0.6109983921051025,0.4145404100418091,0.0044000716879963875,0.6182007789611816,0.37260007858276367,0.0008983835577964783,0.6220251321792603,0.34407904744148254,-0.0031407042406499386,0.6255991458892822,0.3196623921394348,-0.005574191454797983,0.6050451397895813,0.4070429801940918,0.0002830412704497576,0.6106897592544556,0.36718639731407166,-0.0031508393585681915,0.6148784756660461,0.34032127261161804,-0.004243563860654831,0.618108868598938,0.31814080476760864,-0.004424975719302893,0.597908079624176,0.4010428190231323,-0.004534616135060787,0.6022056341171265,0.36794328689575195,-0.0066747646778821945,0.6048333644866943,0.3457762598991394,-0.005730872508138418,0.6070296764373779,0.32782453298568726,-0.004497112240642309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
